0	2.0
1	1.2130613194252668
2	0.7357588823428847
3	0.44626032029685964
4	0.2706705664732254
5	0.1641699972477976
6	0.09957413673572789
7	0.060394766844637
8	0.03663127777746836
9	0.022217993076484612
10	0.013475893998170934
11	0.008173542876928133
12	0.004957504353332717
13	0.0030068783859551447
14	0.0018237639311090325
15	0.0011061687402956673
16	0.0006709252558050237
17	0.00040693673802128834
18	0.0002468196081733591
19	0.0001497036597754012
20	9.079985952496971e-05
21	5.5072898699494316e-05
22	3.340340158049132e-05
23	2.026018719726142e-05
24	1.228842470665642e-05
25	7.453306344157342e-06
26	4.5206588139621085e-06
27	2.741918172768169e-06
28	1.6630574382071358e-06
29	1.008695325135776e-06
30	6.118046410036516e-07
31	3.7107827252319567e-07
32	2.2507034943851823e-07
33	1.365120675266974e-07
34	8.279875437570334e-08
35	5.021998311487964e-08
36	3.045995948942526e-08
37	1.847489932394119e-08
38	1.1205592875074536e-08
39	6.796535638990142e-09
40	4.122307244877116e-09
41	2.500305732773485e-09
42	1.5165120855823813e-09
43	9.198110757304633e-10
44	5.578936185737849e-10
45	3.383795845230261e-10
46	2.052375926340378e-10
47	1.2448289245815565e-10
48	7.550269088558195e-11
49	4.579469691291106e-11
50	2.7775887729928042e-11
51	1.6846927508937294e-11
52	1.021817805612665e-11
53	6.197638277443651e-12
54	3.7590576330781665e-12
55	2.2799837060887107e-12
56	1.3828800213880406e-12
57	8.387591316759089e-13
58	5.087331294753846e-13
59	3.0856224063837755e-13
60	1.871524593768035e-13
61	1.1351370465265445e-13
62	6.884954216939954e-14
63	4.175935823291867e-14
64	2.532833109818835e-14
65	1.536240937040419e-14
66	9.317772290206795e-15
67	5.651514574231222e-15
68	3.427816863084026e-15
69	2.079076023340444e-15
70	1.2610233520293978e-15
71	7.648493256194271e-16
72	4.639045660487139e-16
73	2.8137234248922933e-16
74	1.7066095251488132e-16
75	1.0351110011603738e-16
76	6.278265584096059e-17
77	3.8079605665729047e-17
78	2.3096448346031572e-17
79	1.400870405233729e-17
80	8.496708510583178e-18
81	5.153514218309962e-18
82	3.1257643786699776e-18
83	1.8958719307009513e-18
84	1.149904452858712e-18
85	6.974523063988893e-19
86	4.230262075182161e-19
87	2.56578364721757e-19
88	1.5562264482267593e-19
89	9.438990543052246e-20
90	5.725037161098787e-20
91	3.4724105662005894e-20
92	2.1061234715107623e-20
93	1.2774284586116845e-20
94	7.747995257374374e-21
95	4.699396674905634e-21
96	2.8503281654818703e-21
97	1.728811422607219e-21
98	1.0485771326726928e-21
99	6.359941800395499e-22
